,artist_id,avg_duration,total_tracks,avg_familiarity,avg_hotttnesss,artist_name,rank
0,ARTW7I31187B9A4CA9,290.024037,10,0.7329659977992001,0.482131081053,!!!,1
1,ARV82I61187B99E711,271.437915,2,0.473185429196,0.0798627725015,!Bazz Feat. Siamak,1
2,ARN9GSE1187FB57A23,335.0617513333334,15,0.5217014726625332,0.3895358597460001,!Deladap,1
3,ARI31A31187B9A7B6C,318.56281,2,0.391268836997,0.525509132504,#Poundsign#,1
4,ARPGMJP1241B9C99AE,281.74508428571426,7,0.499202148212,0.0,$jammie the Money,1
5,ARQ3NFE1187FB4801D,276.102635,14,0.327675437351,0.367139620177,$tinkworx,1
6,ARRPWJ81187B99FB84,269.73547628571424,35,0.5192267351050002,0.39717251991200037,& And Oceans,1
7,AROWFPX11E2835CB61,99.99628,1,0.634560652132,0.394680446396,& etc,1
8,ARPXYNA11F50C4EB6C,170.6693809090909,11,0.4418631184080001,0.3349487386860001,'68 Comeback,1
9,ARAIKJS1187B9AC414,237.86633027027028,37,0.5932914945400004,0.4275979384179998,'Til Tuesday,1
10,ARHZZOQ1187B9AE734,243.3312477083333,48,0.4867884728959997,0.36736915219299976,'t Hof Van Commerce,1
11,ARXECRM11ECC836DA3,240.78370407407408,27,0.6186389092649999,0.40669795524899993,(Hed) Planet Earth,1
12,ARN1AG41187FB47C2D,507.1342425,4,0.536576596859,0.238123242222,(Love) Tattoo,1
13,ARAWNNA1241B9C726F,145.3283542105263,19,0.5803326740144211,0.3248808718780001,(hed) p.e.,1
14,ARGNOCZ124549A364C,285.90975,1,0.380547825767,0.248599048501,*NSYNC featuring Nelly,1
15,ARDNGNH1187FB50C78,295.91987299999994,20,0.5085523223630001,0.3881657418450002,*Shels,1
16,ARHWFRP1187B996BB7,384.7571,1,0.404372126949,0.334885535813,+39,1
17,ARQ5R1A1187FB4C20A,217.36557999999997,23,0.7757350948284347,0.5549483530860002,+44,1
18,ARPKANT1241B9CD9D6,275.18213,3,0.403279668932,0.0,-123 minut,1
19,ARYFWZQ11F4C845C52,233.38369263157887,38,0.1375954404459999,0.0,-123min.,1
20,ARBNPMP1187B9B6D24,215.45751,1,0.642897922963,0.356565100772,->School<-,1
21,ARU5K6O1187FB43B06,147.66975,1,0.586308884539,0.430717772518,-M-,1
22,AROK2FS1187B9928CA,129.88036,1,0.571165064158,0.410387744023,...But Alive,1
23,ARICTOY1241B9C3FBB,265.80852428571427,14,0.5603287975629999,0.0,...arrived at ten,1
24,ARSWHTN1250941448C,181.15873,1,0.542897600694,0.0,00Genesis,1
25,ARAXVRU11F50C47C62,255.74412555555557,9,0.549789559503,0.324603294026,0131,1
26,ARBBFSA122ECCBD070,230.71650000000002,15,0.43999369279799994,0.0,089 Clique,1
27,ARUU5YV1187FB4B175,280.7498416666667,36,0.5824849140870004,0.4202620511509996,091,1
28,AR3ZARK1187FB4CC5E,244.94626766666673,30,0.47710164097509994,0.41108167138449986,1 40 4 20,1
29,ARYYUO31187B9AB605,427.8624025000001,8,0.498321192289,0.351811496339,1 Mile North,1
30,ARTFBJ61187FB3DB3A,296.646075,4,0.50511929187,0.360674125193,1-Speed Bike,1
31,ARECPYG11C8A42B5BF,209.16852649999996,40,0.374763103346,0.25697799369200003,1. Futurologischer Congress,1
32,AR00A1N1187FB484EB,211.74376416666664,12,0.41464582437799985,0.26571662263900003,1.000 Mexicans,1
33,ARLY8R21187FB4AF36,207.12681999999998,11,0.3867078973879999,0.0,10 Second Drop,1
34,ARBRIE41187FB4D1BE,245.51741192307696,26,0.8284468735229995,0.5040986949870002,10 Years,1
35,ARAVAED1187FB3DA17,109.40036,2,0.443078315339,0.324146406727,100 Flowers,1
36,ARP6XHV1187B9AC105,184.48063333333334,12,0.32659568855399995,0.0,100 Folk Celsius,1
37,ARED4531187FB482B0,272.33652500000005,10,0.35277448510399995,0.132537691095,100 Pets,1
38,ARWHBBA1269FB37A28,216.79979717948723,39,0.46825701354843585,0.37620844549799987,100 Proof Aged in Soul,1
39,ARYEJT41187FB3DA28,328.69832,1,0.417553006459,0.0,100% Pure Poison,1
40,AR0T5WX1187B98CE4A,246.2907033333333,9,0.428738523746,0.26296816886299995,1000 Clowns,1
41,ARDUV7W119B8668F0D,182.600688,5,0.613440987367,0.382428483213,1000 Robota,1
42,ARGJVKV1187B9ACBF1,313.8228935999998,100,0.6999994699583799,0.5055722453340006,1000names,1
43,ARHTAPO1187FB5AADE,338.49941965517246,116,0.8031359430722581,0.5839100027429981,1001,1
44,ARBHJSW11ED815059B,288.00732851063833,47,0.4212926864579995,0.0,1001 Ways,1
45,ARY8OMX1187FB58D9B,234.7489325,4,0.5474442990765,0.330609887021,101,1
46,ARNNU4G1187FB5991B,212.28063447916657,96,0.45951715454018666,0.3687789546109999,101 Strings,1
47,AR1IZRP1187B98BF16,141.16526000000002,10,0.674551613419,0.456897792674,108,1
48,AR30QTD1187FB3DAD3,172.17551111111112,9,0.5536653479479999,0.432079492652,1090 Club,1
49,ARUBDBK1187FB4D1B3,250.2131130952381,84,0.6914814948904515,0.4756943519739993,10cc,1
50,AR62RK81187B994208,222.71277333333333,27,0.4886717238347036,0.38823192832900005,11/5,1
51,ARIXSZZ1187B98D1F9,233.01866552631577,38,0.7611579880021057,0.5137404057139997,112,1
52,AR5VDH81187B98FB66,221.51791359999996,25,0.5383935567977204,0.4140739879010001,113,1
53,AR21K7Q1187FB3D248,224.286895,4,0.480161598224,0.18200038356950002,12 Gauge,1
54,AROS1ML1187FB4CF35,218.90857138888884,36,0.7521185751909994,0.5953856581310003,12 Stones,1
55,ARXOGZA1187FB4D1C0,367.0678441666667,12,0.609803071092,0.40341929191041664,120 Days,1
56,ART4SU01187FB548BF,479.52934,1,0.288406325342,0.0,1200 Mics,1
57,ARZV0YB1187B99F2E1,246.218995,34,0.4931259567410001,0.3218607801409999,1200 Techniques,1
58,ARILIE81187B9B751E,286.70648700000004,10,0.554343977808,0.468199153221,12012,1
59,AR1GM821187B9B93BD,169.50648406250002,32,0.5292709506199995,0.38616111226300015,1208,1
60,ARQ0KZE1187B9B1F45,193.12281133333332,15,0.5285723608139998,0.363395864678,13 Cats,1
